ANO_ELEICAO,DT_ELEICAO,SG_UF,SG_UE,NM_UE,CD_MUNICIPIO,NM_MUNICIPIO,NR_ZONA,NR_SECAO,NR_VOTAVEL,NM_VOTAVEL,QT_VOTOS,NR_LOCAL_VOTACAO
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,170,44444,ANDERSON CARNEIRO DA SILVA,5,1228
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,171,44444,ANDERSON CARNEIRO DA SILVA,2,1252
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,172,44444,ANDERSON CARNEIRO DA SILVA,2,1228
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,173,44444,ANDERSON CARNEIRO DA SILVA,1,1228
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,177,44444,ANDERSON CARNEIRO DA SILVA,3,1163
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,178,44444,ANDERSON CARNEIRO DA SILVA,1,1155
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,180,44444,ANDERSON CARNEIRO DA SILVA,2,1120
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,182,44444,ANDERSON CARNEIRO DA SILVA,1,1031
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,186,44444,ANDERSON CARNEIRO DA SILVA,1,1201
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,188,44444,ANDERSON CARNEIRO DA SILVA,6,1970
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,189,44444,ANDERSON CARNEIRO DA SILVA,7,1953
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,192,44444,ANDERSON CARNEIRO DA SILVA,2,1937
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,193,44444,ANDERSON CARNEIRO DA SILVA,3,1970
